name	x	y	number		theta		phi (az)
MRO41	-2.9415	0.2221	109		-116.0373	82.4605
MRO42	-2.6571	0.2061	110		-116.1806	82.6362
MRO43	-2.3688	0.1751	111		-116.4994	82.8246
MRP11	-2.6659	1.3186	112		-103.2154	81.6993
MRP12	-2.1911	1.1813	113		-104.7361	82.1292
MRP13	-1.7586	1.1208	114		-105.3732	82.4563
MRP21	-3.1039	1.1635	115		-105.0957	81.5649
MRP22	-2.6522	1.1475	116		-105.2054	81.8662
MRP31	-2.9034	0.9965	117		-107.0058	81.8442
MRP32	-2.4719	0.9928	118		-106.9781	82.1166
MRP33	-2.0883	0.9942	119		-106.9008	82.355
MRP34	-1.7479	0.9255	120		-107.6497	82.6235
MRT11	-0.8188	0.3542	121		-114.1916	83.6004
MRT12	-1.1709	0.4941	122		-112.6037	83.2976
MRT13	-1.432	0.6352	123		-110.992	83.0401
MRT14	-1.7143	0.7148	124		-110.1036	82.8095
MRT15	-2.0251	0.7983	125		-109.1758	82.5546
MRT16	-2.3566	0.8202	126		-108.9717	82.3337
MRT21	-0.7239	0.1286	127		-116.8174	83.7999
MRT22	-1.0378	0.2732	128		-115.1674	83.5259
MRT23	-1.4112	0.376	129		-114.0167	83.238
MRT24	-1.6741	0.4768	130		-112.8763	83.0112
MRT25	-1.9519	0.5541	131		-112.0143	82.7887
MRT26	-2.2664	0.6276	132		-111.2039	82.5436
MRT31	-0.9492	0.0198	133		-118.1186	83.7392
MRT32	-1.2701	0.1487	134		-116.6536	83.4736
MRT33	-1.6005	0.2158	135		-115.9145	83.2384
MRT34	-1.8743	0.3035	136		-114.9287	83.0183
MRT35	-2.171	0.3833	137		-114.0402	82.7869
MRT41	-1.1886	-0.1174	138		-119.7539	83.6894
MRT42	-1.4965	-0.0436	139		-118.9316	83.47
MRT43	-1.7806	0.0324	140		-118.0821	83.2595
MRT44	-2.0612	0.1155	141		-117.1508	83.0431
MZC01	0.0928	1.1687	142		-104.5494	83.5992
MZC02	0.6086	1.4722	143		-100.9336	83.7155
MZF01	-0.0274	0.1658	144		-116.2964	84.178
MZF02	-0.0083	0.509	145		-112.2779	83.9804
MZF03	0.02	0.8423	146		-108.3755	83.7805
MZO01	3.0334	0.6421	147		-110.3976	85.7424
MZO02	3.0607	0.2327	148		-115.1991	85.9362
MZP01	2.8486	1.3215	149		-102.4461	85.2893
MZP02	2.9903	0.9989	150		-106.2159	85.547
